Pregunta,Respuesta,id,top_1_id,top_2_id,top_3_id,Respuesta modelo
"Martín Menem, sobrino de Carlos Menem, ha sido elegido diputado provincial en La Rioja por La Libertad Avanza. ¿En qué aspectos emula al líder de la agrupación, Javier Milei?",Martín Menem emula a Javier Milei en su decisión de sortear su salario como diputado.,2066,2066,4184,3456,"Martín Menem, sobrino de Carlos Menem, emula al líder de la agrupación, Javier Milei, en su postura de ""justicialista de centroderecha, con ideas liberales""."
"Según un informe del Instituto para el Desarrollo Social Argentino (IDESA), ¿cuál fue el principal factor que impulsó el aumento atípico de las pensiones no contributivas entre 2009 y 2014?",El informe del IDESA indica que el crecimiento inusual de las pensiones no contributivas entre 2009 y 2014 se debió a la discrecionalidad y el fraude en el otorgamiento de las mismas.,2787,2787,2977,3649,El principal factor que impulsó el aumento atípico de las pensiones no contributivas entre 2009 y 2014 fue la discrecionalidad y fraude en el otorgamiento de estas pensiones.
"En 2016, la Cámara Nacional Electoral declaró inconstitucional la prohibición general de votar para personas condenadas en proceso penal. ¿Cuánto tiempo ha transcurrido desde entonces hasta que la Corte Suprema de Justicia reconoció la mora del Congreso en modificar la ley para permitir el voto a los condenados?",Han transcurrido más de cinco años.,1035,1035,3518,3521,La Corte Suprema de Justicia reconoció la mora del Congreso en modificar la ley para permitir el voto a los condenados en un período de más de cinco años.
"Según el artículo, ¿cuál es la principal diferencia en la percepción del trabajo entre las generaciones X, Millennials y la Generación Z?","Mientras que la Generación X buscaba un equilibrio entre la vida laboral y personal, los Millennials se inclinaban por una integración de ambas y la Generación Z cuestiona si la felicidad se encuentra fuera del ámbito laboral.",4230,2083,1943,2116,"La principal diferencia en la percepción del trabajo entre las generaciones X, Millennials y la Generación Z es que las nuevas generaciones buscan una rutina laboral más flexible y estructurada, mientras que las generaciones anteriores prefieren un modelo híbrido de trabajo."
"En el marco del caso de los cuadernos de las coimas, ¿cómo se justificaron los pagos realizados por tres empresarios a exfuncionarios?","Los empresarios alegaron que los pagos fueron aportes de campaña, no sobornos.",99,99,3616,670,"Los empresarios Manuel Santos Uribelarrea, Hugo Eurnekian y Alejandro Ivanissevich declararon que hicieron donaciones para las elecciones que no quedaron registradas, y sus casos pasaron a la justicia electoral donde es probable que ya no sean sancionados."
"De acuerdo al Relevamiento Inmobiliario de América Latina (RIAL), ¿cuál es el valor promedio del metro cuadrado de un departamento en la Ciudad de Buenos Aires en dólares?",El valor promedio del metro cuadrado en la Ciudad de Buenos Aires es de 2.570 dólares.,2776,2776,4385,2795,El valor promedio del metro cuadrado de un departamento en la Ciudad de Buenos Aires es de 2.570 dólares/m2.
"En el Día de la Memoria, una intendenta de Córdoba generó polémica al negar la cifra oficial de desaparecidos durante la última dictadura militar. ¿Cuál fue la justificación que ofreció la intendenta para minimizar el número de desaparecidos?","La intendenta argumentó que no fueron 30.000 desaparecidos, sino 6.415, y que la situación no fue un genocidio, sino una 'guerra' contra el terrorismo.",2014,2014,2331,1753,"La intendenta Nelly Morales justificó su negación de la cifra oficial de desaparecidos mediante la afirmación de que fue una ""guerra"" y remarcó que los procesos judiciales para condenar a los represores por delitos de lesa humanidad no buscan justicia sino que ""son juicios de venganza""."
"De acuerdo con la información del artículo, ¿qué tipo de bienes raíces fueron encontrados en Argentina en nombre del exsecretario de los Kirchner, Daniel Muñoz, y cuál es la cifra total aproximada de propiedades?","Se encontraron 113 propiedades en Argentina, incluyendo estancias, complejos de cabañas, edificios de cocheras, casas y departamentos.",91,91,674,1725,"Se encontraron 113 propiedades inmobiliarias en Argentina, incluyendo estancias, departamentos, casas, terrenos y cabañas, en nombre del exsecretario de los Kirchner, Daniel Muñoz."
"En 2022, ¿cuál fue el principal objetivo de la reunión entre los miembros de la Corte Suprema de Justicia de la Nación y los tribunales superiores de todo el país en la Sala de Audiencias del Palacio de Justicia?",Definir acciones conjuntas en materia de género en la justicia argentina.,1588,3309,3059,3113,"La reunión entre la Corte Suprema de Justicia y los tribunales superiores de todo el país en la Sala de Audiencias del Palacio de Justicia, en 2022, se centró en la lucha contra el narcotráfico."
"A pesar de que se cumplen 40 años del conflicto de Malvinas, ¿qué aspecto del cementerio de Darwin en las Islas Malvinas refleja que aún hay preguntas sin respuesta sobre la guerra?","La frase ""Soldado argentino sólo conocido por Dios"" presente en algunas lápidas del cementerio, evidencia que aún hay soldados argentinos que no han sido identificados.",1749,1749,1742,1790,"La pregunta no se puede responder de manera directa y precisa, ya que el texto menciona que ""hay cuarenta años con preguntas todavía sin respuesta"" y que ""al menos aquí, entre la llovizna y el viento, muchas familias pudieron al fin llorar a los suyos""."
"En qué fecha se propone establecer el ""Día Provincial del Heavy Metal"" en Chaco y a quién se le dedica esta conmemoración?","El 16 de mayo de cada año se propone establecer el ""Día Provincial del Heavy Metal"" en Chaco, en homenaje a Ronnie James Dio.",3526,3526,2052,4457,"El ""Día Provincial del Heavy Metal"" se propone establecer el 16 de mayo de cada año en Chaco, en homenaje a Ronnie James Dio."
"Según el artículo de Sputnik, ¿por qué el presidente argentino Alberto Fernández estaría traicionando a Vladimir Putin?","Sputnik acusa a Fernández de 'traición' por sus críticas a la invasión rusa de Ucrania y su acercamiento a Alemania, especialmente en el contexto de la ayuda de Rusia con las vacunas Sputnik V durante la pandemia.",3029,3029,1005,858,El presidente argentino Alberto Fernández está traicionando a Vladimir Putin por no haberse reunido con él en Alemania.
"En enero de 2022, ¿qué funcionaria del PAMI fue criticada por viajar a una isla cercana a Cancún mientras el presidente Alberto Fernández había pedido a sus funcionarios que no se fueran al exterior?","La funcionaria criticada por viajar a Holbox, cerca de Cancún, fue Luana Volnovich, jefa del PAMI.",137,250,275,101,Luana Volnovich se fue de vacaciones al Caribe mexicano.
"A 40 años de la Guerra de Malvinas, ¿cuál es la principal causa de la degradación de las Fuerzas Armadas argentinas?","La principal causa de la degradación de las Fuerzas Armadas argentinas es la falta de presupuesto para actualizar el equipamiento militar, incluyendo vehículos, aeronaves y sistemas de armas.",1724,1724,1742,1732,La principal causa de la degradación de las Fuerzas Armadas argentinas es los bajos presupuestos.
"Al 5 de mayo de 2022, ¿a qué precio se negociaba el dólar blue y cómo se comparaba con el tipo de cambio oficial?","El 5 de mayo de 2022, el dólar blue se cotizaba a $198 para la compra y $201 para la venta, lo que representa una brecha de alrededor del 74% con el tipo de cambio oficial mayorista y del 67% con el promedio del tipo de cambio oficial minorista.",2770,2841,3243,3241,"Al 5 de mayo de 2022, el dólar blue se negociaba a $203.50 para la compra y $203.50 para la venta."
"De acuerdo al testimonio de un implicado en el audio, ¿cómo ocurrió el fatal accidente que provocó la muerte del camionero Guillermo Andrés Jara?","Según el testimonio, un grupo de manifestantes persiguió al camionero, arrojándole una piedra al camión desde la cabina del conductor, lo que provocó el accidente.",4264,4264,4282,4342,El camionero Guillermo Andrés Jara murió al chocar con su camión por un piedrazo que recibió cuando intentó atravesar un piquete en reclamo por la falta de gasoil.
"Según Juan Carlos de Pablo, ¿cuál es la crítica principal que le realiza a Joseph Stiglitz con respecto a la recuperación económica argentina en 2021?","De Pablo critica a Stiglitz por exagerar la recuperación económica de Argentina en 2021 al compararla con Estados Unidos, ignorando la fuerte caída del PBI en 2020.",367,367,464,360,La crítica principal de Juan Carlos de Pablo a Joseph Stiglitz es que el economista no mencionó que el PBI argentino cayó el doble de lo que cayó en los Estados Unidos en 2020.
"Según Juan Grabois, ¿quién es el único responsable del Poder Ejecutivo en la Argentina y qué rol cumplen los demás funcionarios?","Según Grabois, el Poder Ejecutivo en Argentina es unipersonal, encabezado por Alberto Fernández, y los demás funcionarios son sus asesores.",2473,2473,3350,3140,El único responsable del Poder Ejecutivo en la Argentina es Alberto Fernández.
"En junio de 2022, ¿qué decisión se esperaba que tomara la Corte Suprema respecto a los recursos presentados por Cristina Fernández de Kirchner en la causa por corrupción en Vialidad?","Se esperaba que la Corte Suprema rechazara por unanimidad los recursos de Cristina Fernández de Kirchner, permitiendo así que la causa por corrupción en Vialidad avanzara hacia el juicio.",4216,4216,1171,408,La Corte Suprema rechazó los recursos presentados por Cristina Fernández de Kirchner en la causa por corrupción en Vialidad.
"En los últimos años, ¿qué impacto ha tenido el aumento de la demanda de mano de obra en los salarios iniciales de los recién graduados en sectores como la tecnología y las finanzas?",El aumento de la demanda de mano de obra ha impulsado un alza significativa en los salarios iniciales para los recién graduados en sectores como la tecnología y las finanzas.,4267,4267,2591,1067,El aumento de la demanda de mano de obra en sectores como la tecnología y las finanzas ha llevado a un aumento en los salarios iniciales de los recién graduados.
"En el contexto político argentino actual, ¿qué tipo de oposición predomina y cuáles son sus características principales?","En Argentina predomina una oposición de principios, que cuestiona al gobierno y a sus políticas, utilizando discursos polarizantes y deshumanizantes para generar un clima de desconfianza y rechazo hacia el oficialismo.",103,103,1833,527,"La oposición en la Argentina predomina en la categoría de ""oposición de principios"", que actúa frente al Gobierno haciendo todo lo que no le gustaría que le hicieran a ella si accediera al poder."
"En el contexto de la reunión con Vladimir Putin en febrero de 2022, ¿qué postura respecto a la relación con el FMI y Estados Unidos expresó el presidente Alberto Fernández?","Alberto Fernández manifestó su deseo de disminuir la dependencia de Argentina con el FMI y Estados Unidos, buscando fortalecer las relaciones con Rusia y otros países para diversificar sus alianzas internacionales.",858,858,915,862,"El presidente Alberto Fernández expresó que ""Argentina tiene que dejar de tener esa dependencia tan grande que tiene con el FMI y Estados Unidos""."
"Según el artículo, ¿cuál es la principal razón por la que la clase media en Argentina se está viendo afectada y en algunos casos,  desplazada a la clase baja?","La clase media se está viendo afectada por la creación de nuevos impuestos y la falta de incentivos para progresar, lo que los obliga a trabajar más para mantener su nivel de vida y, finalmente,  los empuja a la clase baja.",41,2933,4096,3995,La clase media en Argentina se está viendo afectada y desplazada a la clase baja debido a la falta de empleo y la inflación creciente.
"En el caso de la causa judicial que investiga la utilización de fondos municipales de Quilmes, ¿qué tipo de cargos se le imputan a Mayra Mendoza?","La fiscalía amplió la imputación a Mayra Mendoza por los delitos de defraudación a la administración pública, incumplimiento de los deberes de funcionario público, malversación de caudales públicos, negociaciones incompatibles con el ejercicio de funciones públicas y lavado de activos.",3543,3093,3278,3266,"Se le imputan cargos de defraudación contra la administración pública, malversación, incumplimiento de los deberes de funcionario público y lavado de dinero."
"En 2019, ¿cuál fue el resultado electoral del periodista Matías Mowszet, citado por Cristina Kirchner para criticar a la prensa, cuando se postuló como intendente de Villa Carlos Paz?","Matías Mowszet obtuvo solo el 2.6% de los votos, ubicándose en séptimo lugar entre ocho candidatos.",2477,2477,2281,2715,"En 2019, Matías Mowszet, el periodista, obtuvo 871 votos."
"En el contexto del desarrollo de la exploración de petróleo ""offshore"" en Argentina, ¿qué argumentos esgrime el Gobierno para defender el proyecto, considerando las preocupaciones ambientales?","El Gobierno argumenta que el proyecto no presenta riesgos de derrames, citando la experiencia de otros países como Brasil, y que la exploración offshore se realiza a una distancia considerable de la costa, minimizando el impacto ambiental.",201,201,22,1614,"El Gobierno defiende el proyecto de exploración de petróleo ""offshore"" con argumentos ambientales que consideran que los riesgos son ""leves"" y manejables."
Por qué la intendencia de Rojas estuvo vacante desde marzo de 2022?,"El intendente Cristian Ford, afectado por un tumor en la cabeza, se tomó una licencia para recibir tratamiento médico.",4019,4019,953,1203,La intendencia de Rojas estuvo vacante desde marzo de 2022 debido a que el intendente Cristian Ford murió de cáncer a los 45 años.
"En 2022, ¿qué tipo de profesionales están buscando principalmente las empresas tecnológicas Intive y Globant en Argentina?","Intive busca principalmente Business Analyst, QA Analyst, Senior IOs Developer, Senior Python Developer, Senior UX/UI Design y Senior Frontend Developer, mientras que Globant no especifica perfiles concretos, pero busca profesionales en todo el país.",837,837,2607,814,"Las empresas tecnológicas Intive y Globant están buscando principalmente a desarrolladores de software, especialistas en inteligencia artificial y diseño de interfaces de usuario."
"En junio de 2022, ¿cuál fue la principal causa de las protestas de los transportistas en Argentina?",La falta de gasoil y los sobreprecios en el combustible fueron las causas principales de las protestas de los transportistas en Argentina durante junio de 2022.,4105,4105,3803,3826,La principal causa de las protestas de los transportistas en Argentina en junio de 2022 fue la falta de gasoil.
"En el contexto del discurso de apertura de sesiones ordinarias del Presidente Alberto Fernández, ¿cuál fue la razón principal por la que el diputado Facundo Manes se quedó en su banca mientras otros miembros de la oposición abandonaron el recinto?","Facundo Manes decidió quedarse en su banca porque considera que es importante escuchar las ideas del Presidente, incluso si no está de acuerdo con ellas, para poder opinar y participar del debate.",1196,1196,1205,1211,El diputado Facundo Manes se quedó en su banca debido a una crítica al discurso de Alberto Fernández.
"Según Nicolás Kaplun, chief Business Officer para LATAM de Globant, ¿qué plataforma tecnológica podría llegar a reemplazar al smartphone como la predilecta de la sociedad en el futuro?",El metaverso podría llegar a desafiar al smartphone como plataforma predilecta de la sociedad.,4241,4241,4007,2413,El metaverso.
"Durante la manifestación contra el acuerdo con el FMI en Argentina el 10 de marzo de 2022, ¿qué organización se vio involucrada en los incidentes más severos, según la información proporcionada por fuentes policiales?",El Frente de Organizaciones en Lucha (FOL) fue identificado por la Policía como el grupo responsable de los incidentes más graves durante la protesta.,1574,1598,1533,1323,La organización involucrada en los incidentes más severos fue el Frente de Organizaciones en Lucha.
"En el contexto de la inflación argentina, ¿cuál es el principal atractivo que ofrecen los fondos de liquidez inmediata (money market) a los usuarios de billeteras digitales?","Los fondos de liquidez inmediata permiten que los usuarios dispongan del dinero en todo momento y obtengan rendimientos superiores al 30% anual, aunque no logran superar la inflación.",2538,2538,210,1669,"Los fondos de liquidez inmediata (money market) ofrecen rendimientos arriba del 30% anual y permiten generar rendimientos a muy corto plazo, con liquidez inmediata y libre de fluctuaciones de precios."
"Según el artículo, ¿cuál es la principal crítica de Federico Sturzenegger a la visión optimista de Joseph Stiglitz sobre la recuperación económica de Argentina?","Sturzenegger sostiene que Stiglitz ignora o minimiza factores negativos como el endeudamiento, las políticas fiscales y la situación social, presentando una imagen sesgada y optimista de la recuperación económica.",360,360,464,76,La principal crítica de Federico Sturzenegger a la visión optimista de Joseph Stiglitz sobre la recuperación económica de Argentina es que Stiglitz se guía por una idea errónea respecto del préstamo del FMI.
Cuál fue la variación del euro en Argentina durante la última semana?,El euro se mantuvo estable con una variación inferior al 1 por ciento en las últimas cinco jornadas bursátiles.,2539,1699,348,2539,"La variación del euro en Argentina durante la última semana fue de 1,9%."
"En el 46° aniversario del golpe de estado de 1976 en Argentina, ¿cómo se conmemoró la fecha en medio de un oficialismo dividido?","El 24 de marzo de 2022, las diferentes facciones del oficialismo argentino conmemoraron el Día de la Memoria, la Verdad y la Justicia con actos y marchas por separado, reflejando las divisiones internas del Frente de Todos, particularmente por la conducción económica y el acuerdo con el FMI.",1894,1894,1756,1986,"En el 46° aniversario del golpe de Estado cívico - militar del año 1976, se celebró el Día de la Memoria, la Verdad y la Justicia, con actos y conmemoraciones en distintas ciudades de la Argentina."
"De acuerdo con Oscar Cetrángolo, ¿cuál es la principal causa de la ineficiencia del sistema tributario argentino?","Según Cetrángolo, el problema principal es que el sistema tributario argentino se ha ido cargando con impuestos de emergencia que se mantuvieron incluso en períodos de superávit fiscal, lo que limita el margen de maniobra para afrontar nuevas crisis.",1226,1226,352,4069,La principal causa de la ineficiencia del sistema tributario argentino es la alta informalidad.
"En medio de los incendios en Corrientes, ¿qué argumento se esgrimió para justificar el viaje del ministro de Ambiente, Juan Cabandié, a Barbados junto al presidente Alberto Fernández?",El Ministerio de Ambiente alegó que el viaje de Cabandié a Barbados estaba planificado desde hacía tiempo porque la agenda del presidente en la isla caribeña estaba centrada en el tema del cambio climático.,764,764,1173,1057,"El viaje del ministro de Ambiente, Juan Cabandié, a Barbados fue justificado por la agenda del presidente Alberto Fernández en el tema del cambio climático."
"Según Florencio Randazzo, ¿cuál es la principal razón por la que Argentina enfrenta problemas económicos y sociales, y qué solución propone?","Randazzo considera que la falta de autoridad política y la persistencia de la grieta política son los principales problemas de Argentina, y propone la creación de un espacio que supere la polarización y retire a Cristina Kirchner y Mauricio Macri de la escena política.",4319,4319,4306,3675,La principal razón por la que Argentina enfrenta problemas económicos y sociales es la falta de confianza política y previsibilidad en la gestión de la economía y la sociedad.
"A pesar de la disminución del desempleo en Argentina durante 2021, ¿por qué la tasa de pobreza se redujo solo marginalmente?","La inflación constante erosionó el poder adquisitivo de los salarios, lo que limitó la reducción de la pobreza a pesar del aumento del empleo.",1944,1944,1626,1913,La tasa de pobreza se redujo solo marginalmente debido a la disminución del desempleo.
"De acuerdo con la Coalición Cívica, ¿cuál es el principal objetivo de su pedido de información sobre los planes sociales?",La Coalición Cívica busca fiscalizar la asignación de planes sociales para evitar el abuso y la corrupción en su administración.,2301,2301,3210,4206,El principal objetivo de su pedido de información es exponer a distintos dirigentes del Frente de Todos que ocupan cargos estratégicos en el Ministerio de Desarrollo Social y otros funcionarios que se enriquecen a costa de un sistema perverso.
"En su discurso ante empresarios, ¿qué tipo de gobierno busca formar Horacio Rodríguez Larreta para el 2023 y cómo justifica esa decisión?","Larreta busca formar un gobierno de coalición amplia que incluya al 70% del sistema político, excluyendo únicamente a los ""extremos populistas"", para lograr un consenso amplio que permita la estabilidad y las reformas necesarias.",3530,3530,2292,3269,"El gobierno de Horacio Rodríguez Larreta busca formar un gobierno con el 70% de base de sustentación, es decir, con el apoyo de sectores del peronismo que no comulgan con el kirchnerismo."
"En 2022, ¿qué tipo de estafa denunció Sofía Suárez, hija del gobernador de Mendoza, en sus redes sociales? ","Sofía Suárez denunció que una amiga suya, Sofía Galeoti, utilizó su nombre e imagen para estafar a varias personas con entradas falsas para un recital de Harry Styles.",4337,4337,3288,3511,Una estafa de phishing.
"En el caso de Javier Iguacel, exdirector de Vialidad Nacional, ¿cuál es la acusación principal que se le imputa y por qué fue procesado?","Iguacel fue procesado por negociaciones incompatibles con la función pública, acusado de favorecer a empresas con extensiones de concesiones de siete corredores viales sin las licitaciones previas obligatorias.",3949,4189,3949,1313,La acusación principal que se le imputa a Javier Iguacel es la de haber extendido incompatiblemente con la función pública las concesiones de peajes de corredores viales.
"En el contexto de las declaraciones de Elisa Carrió sobre la situación política actual en Argentina, ¿qué crítica le hizo Javier Milei a la líder de la Coalición Cívica?","Milei acusó a Carrió de tener una ""mentalidad de casta"" y de creer que las bancas políticas les pertenecen por derecho, sin importar la voluntad del pueblo.",2329,2329,3922,4185,"Milei criticó a Carrió por su ""mentalidad de casta"" y le advirtió que ""se les acaba la joda""."
"En relación al girasol confitero, ¿cuáles son las principales razones que impulsan su creciente demanda a nivel internacional?",La demanda del girasol confitero aumenta debido a la creciente preferencia por una dieta saludable y la versatilidad de la semilla como alimento.,63,63,3856,335,La principal razón que impulsan su creciente demanda a nivel internacional es la tendencia a adoptar una dieta saludable y sostenible.
"En el almuerzo con empresarios en el Foro Llao Llao, ¿qué dijo Mauricio Macri sobre su posible candidatura a presidente en 2023?","Macri no confirmó su postulación a presidente, pero tampoco la descartó, mencionando que se siente más cómodo fortaleciendo Juntos por el Cambio y trabajando en una unidad para un eventual regreso al poder.",2536,2536,2292,2033,"Mauricio Macri no confirmó su postulación a presidente, pero tampoco le cerró la puerta."
Por qué la Cámara de Casación Penal apartó al juez Roberto Boico de la causa que investiga una denuncia del empresario Fabián De Sousa contra el ex presidente Mauricio Macri?,La Cámara de Casación Penal consideró que Boico había mostrado un prejuzgamiento contra Macri en sus declaraciones públicas antes de asumir su cargo como juez.,2883,2883,1585,3931,La Cámara de Casación Penal apartó al juez Roberto Boico de la causa en la que se investiga una denuncia del empresario Fabián De Sousa contra el ex presidente Mauricio Macri debido a su prejuicio político.
"En qué contexto se confundió Joe Biden con la salida del recinto tras un discurso en Fort Worth, Texas?","Biden se confundió al intentar salir del recinto tras un discurso dirigido a veteranos de guerra, luego de recibir una ovación por parte de la audiencia.",1400,1400,3798,1222,"Se confundió Joe Biden con la salida del recinto tras un discurso en Fort Worth, Texas, cuando comenzó a hacer señas para saber en qué lugar se encontraba la salida."
"En el marco de la disputa legal por la herencia de Diego Maradona, ¿qué medida judicial se ha tomado recientemente respecto al uso de la marca y la imagen del ex futbolista?","La Justicia le ha prohibido a Matías Morla usar la imagen, voz, nombre y seudónimo de Diego Maradona, así como la marca 'Diego Armando Maradona' o cualquier otra relacionada con él.",3192,3192,1381,795,"La Cámara Nacional en lo Civil impuso la prohibición al abogado Matías Morla de usar la imagen, voz, nombre y seudónimo de Diego Armando Maradona."
"En 2022, ¿qué factores externos estaban complicando la decisión de Argentina sobre la compra de aviones de combate para su Fuerza Aérea?","Las principales dificultades externas eran el veto británico a la compra de armas por parte de Argentina tras la guerra de Malvinas, y la disputa geopolítica entre Estados Unidos y China, ya que las dos opciones finales para los cazas eran de origen chino y estadounidense.",2891,867,1008,4165,"La decisión de Argentina sobre la compra de aviones de combate para su Fuerza Aérea se complicó por la presión de China, Rusia, Israel e India."
"Según Javier Milei, ¿por qué se miente sobre la cantidad de desaparecidos durante la última dictadura militar argentina?",Milei sostiene que la cifra de 30.000 desaparecidos es una mentira que se utiliza para obtener financiamiento.,2331,2331,2014,2052,Javier Milei señala que se miente sobre la cantidad de desaparecidos debido a una cuestión de caja.
"Según el artículo de La Nación, ¿a qué se atribuye que Argentina tenga los precios de combustibles más bajos de la región?","El artículo atribuye los bajos precios de los combustibles en Argentina a un ""atraso"" de precios acumulado durante los últimos dos años, producto de las políticas económicas del gobierno nacional.",989,989,3450,1519,"La respuesta es: ""Atribuido a la política económica del Gobierno nacional""."
"En comparación con Buenos Aires, ¿cómo varían las tarifas de transporte público en otras ciudades argentinas?","Las tarifas de transporte público son significativamente más altas en el interior del país en comparación con Buenos Aires, llegando a ser hasta cuatro veces más caras.",701,3260,3235,701,"En comparación con Buenos Aires, las tarifas de transporte público en otras ciudades argentinas son similares o incluso más altas."
En qué lugar se espera que nazca el hijo de Alberto Fernández y Fabiola Yañez?,El hijo de Alberto Fernández y Fabiola Yañez nacerá en el Sanatorio Otamendi.,1781,2018,1781,2050,El hijo de Alberto Fernández y Fabiola Yañez se espera que nazca en el Sanatorio Otamendi.
"En Argentina, ¿cuál es la principal razón del crecimiento del negocio de las pensiones y guarderías para perros y gatos?",El crecimiento de la población animal y la mayor disposición de los dueños a gastar en el cuidado de sus mascotas son las principales razones para el aumento de las pensiones y guarderías para animales.,18,18,3811,2673,La principal razón del crecimiento del negocio de las pensiones y guarderías para perros y gatos es la creciente demanda de cuidado y alojamiento para mascotas debido a la población animal en aumento y la necesidad de un espacio seguro y adecuado para su cuidado.
"En el contexto de la interna del PRO, ¿qué tipo de relación existe entre los asesores de Horacio Rodríguez Larreta y Patricia Bullrich?","Ambos candidatos cuentan con una pareja que trabaja en sus campañas: Julia Pomares asesora a Larreta, mientras que su esposo, Alberto Föhrig, asesora a Bullrich.",1892,1892,2185,1162,Los asesores de Horacio Rodríguez Larreta y Patricia Bullrich son amigos cercanos.
"En el marco del Día del Trabajador, ¿qué tipo de actividad realizará Máximo Kirchner en representación del PJ bonaerense?","Máximo Kirchner encabezará un plenario sindical del PJ bonaerense, con un debate sobre temas como el trabajo, salarios, precios y el FMI.",2718,2718,4329,1893,"Máximo Kirchner participará en un plenario sindical del PJ bonaerense, junto a otros líderes sindicales, para debatir sobre temas laborales y sociales."
En qué país se ubica la nueva planta de producción de termotanques del Grupo Rotoplas?,La nueva planta de producción de termotanques del Grupo Rotoplas se ubica en Argentina.,2167,2167,2407,1684,La nueva planta de producción de termotanques del Grupo Rotoplas se ubica en Argentina.
"En un mercado laboral cambiante, ¿qué porcentaje de las ganancias a lo largo de la vida profesional se atribuye a las habilidades adquiridas a través de la experiencia laboral, más allá de la formación académica?","Según un estudio de McKinsey Global Institute y McKinsey's People & Organizational Performance, el 46% de las ganancias profesionales se deben a las habilidades adquiridas en el trabajo.",3869,3869,2122,71,"Según la investigación de McKinsey, el 46% de las ganancias a lo largo de la vida profesional se atribuyen a habilidades adquiridas a través de la experiencia laboral."
"Según Andrés ""Cuervo"" Larroque, ¿cuál es el principal error que se ha cometido en el Frente de Todos en los últimos dos años, y qué consecuencias ha tenido?","Larroque considera que el error ha sido no escuchar a Cristina Kirchner, lo que ha generado tensiones y ",4041,1807,3457,1990,"El principal error cometido en el Frente de Todos es la ""ingratitud"" hacia Cristina Kirchner y el sector albertista, que se refleja en la negativa a negociar con el Fondo Monetario Internacional (FMI)."
"Según la portavoz del gobierno argentino, Gabriela Cerruti, ¿cuál fue la principal crítica que se le hizo a Juntos por el Cambio por apoyar el Tractorazo?",Cerruti criticó a Juntos por el Cambio por defender a un puñado de empresas que se beneficiaron con la guerra en Ucrania y por no contribuir a la convivencia democrática.,2705,2705,2627,2875,"Apoyar el Tractorazo fue criticado por la portavoz del gobierno argentino, Gabriela Cerruti, por no contribuir a la convivencia democrática."
"En el caso de Vialidad, ¿qué es lo que se espera que suceda en el juicio contra Cristina Kirchner en el año 2022?",Se esperan las últimas declaraciones testimoniales y la sentencia.,408,1171,4216,408,"En el año 2022, se espera que Cristina Kirchner sea condenada en el juicio de Vialidad."
"En el contexto del gobierno de Mauricio Macri, ¿qué resolución judicial se dictó en relación a la denuncia de persecución fiscal presentada por Fabián De Sousa contra el ex titular de la AFIP Leandro Cuccioli?","La jueza María Servini sobreseyó al ex titular de la AFIP Leandro Cuccioli, considerando que las medidas tomadas por su gestión contra los medios del Grupo Indalo no constituyeron delito.",1585,1585,3931,2883,La resolución judicial se dictó en relación a la denuncia de persecución fiscal presentada por Fabián De Sousa contra el ex titular de la AFIP Leandro Cuccioli.
"En febrero de 2022, ¿cuál fue la motivación principal del gobierno de La Rioja para crear la aerolínea estatal Alas La Rioja?","La Rioja buscaba aumentar la oferta de transporte aéreo para atender la demanda de viajes, tanto turísticos como comerciales, y reducir la dependencia de Aerolíneas Argentinas.",679,679,865,1025,La motivación principal del gobierno de La Rioja para crear la aerolínea estatal Alas La Rioja fue impulsar el transporte aéreo de pasajeros y ofrecer un servicio a la comunidad.
"En el contexto de la ganadería, ¿cómo se puede obtener información temprana sobre el potencial productivo de los terneros mediante la genética?","Se utiliza una prueba genómica que analiza el ADN de cada animal para determinar sus fortalezas y debilidades, y predecir su desempeño futuro en la producción de carne o leche.",942,942,2147,2576,La prueba genómica permite conocer temprano las características productivas de los terneros mediante la evaluación de sus ADN y marcadores genéticos.
"Según el artículo, ¿cuáles son las cinco señales que indican que una persona tiene problemas con sus gastos?","Las cinco señales son: no generar excedentes mensuales, no saber en qué se gasta el dinero, tener muchos gastos de consumo y pocos de inversión, no aplicar el período de gracia en los gastos y vivir muy por debajo de las posibilidades económicas.",1269,1269,983,1659,"1) No generás excedentes mensuales
2) No sabés en qué gastás
3) Tenés muchos “gastos de consumo” y pocos “gastos de inversión”
4) No aplicás el “período de gracias” en los gastos
5) Vivís muy por debajo de tus posibilidades económicas"
"En el contexto de la rebelión carapintada de Semana Santa de 1987, ¿qué argumento esgrimía José Horacio Jaunarena para justificar la decisión del gobierno de Raúl Alfonsín de enviar al presidente a Campo de Mayo para negociar con Aldo Rico?","Jaunarena sostenía que era mayor el riesgo de que la gente que estaba afuera de Campo de Mayo avanzara, que el riesgo que corría el presidente al negociar con los rebeldes.",2194,2194,2484,4159,Alfonsín trató de separar las aguas con el oficial llorando que habían peleado en Malvinas.
"Según el intendente de Tigre, Julio Zamora, ¿qué tipo de cambios se necesitan para el futuro del Frente de Todos y cuáles son los líderes que, según él, deberían protagonizar esa nueva etapa?",Zamora considera que el Frente de Todos necesita una etapa de renovación liderada por figuras nuevas que no tengan un pasado político que pueda generar ataduras o impedimentos para un cambio profundo.,1853,1853,126,3620,"""El cambio generacional en el sindicato se tiene que dar, y en el Frente de Todos, Omar Maturano, considera que es necesario un cambio de liderazgo para que el peronismo tradicional, las políticas más profundas del peronismo, puedan ser representadas de manera efectiva."""
